index,pubid,question,gold_label,prediction,raw_answer,response_status,is_valid,is_correct,used_tools,search_count,reranker_model,reranker_candidate_pmids,reranker_ranked_pmids,reranker_scores,reranker_selected_pmid,reranker_selected_score,reranker_selected_tool,gold_pmid_in_reranker_candidates,gold_pmid_selected
1,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,yes,yes,completed,TRUE,TRUE,pubmed_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["32319093", "23483897", "22828052", "21645374", "21063887"]","["21645374", "21063887", "32319093", "22828052", "23483897"]","[9.571997, 5.695622, 5.419474, 5.265162, 4.93771]",21645374,9.571997,pubmed_search,TRUE,TRUE
2,16418930,Landolt C and snellen e acuity: differences in strabismus amblyopia?,no,no,no,completed,TRUE,TRUE,"pubmed_search,vector_search",2,cross-encoder/ms-marco-MiniLM-L6-v2,"["16418930", "26686513", "27757987", "10966943", "10877371", "18269157", "22227642", "19054501", "25103647", "26113007"]","["16418930", "27757987", "10966943", "18269157", "10877371", "19054501", "26686513", "22227642", "26113007", "25103647"]","[6.522385, -3.842777, -5.649866, -9.634228, -10.757421, -10.959032, -11.092954, -11.104164, -11.312405, -11.375669]",16418930,6.522385,vector_search,TRUE,TRUE
3,9488747,"Syncope during bathing in infants, a pediatric form of water-induced urticaria?",yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["9488747", "19822586", "20971618", "23539689", "11970923", "25406780", "25501465", "20530150", "11862129", "16498158"]","["9488747", "19822586", "25501465", "20971618", "16498158", "11970923", "23539689", "11862129", "25406780", "20530150"]","[1.569214, -9.126631, -9.860973, -10.404039, -10.417099, -10.527922, -10.89011, -10.897354, -11.055294, -11.143501]",9488747,1.569214,vector_search,TRUE,TRUE
4,17208539,Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17208539", "24061619", "18568239", "24748473", "16432652", "15954832", "24476003", "22534881", "10401824", "10922093"]","["17208539", "15954832", "18568239", "16432652", "24476003", "24061619", "10401824", "22534881", "10922093", "24748473"]","[5.869973, -6.497536, -8.51177, -8.791943, -10.267509, -10.396156, -10.500142, -10.664871, -10.863123, -10.890229]",17208539,5.869973,vector_search,TRUE,TRUE
5,10808977,Can tailored interventions increase mammography use among HMO women?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["10808977", "10575390", "22564465", "26859535", "26471488", "25155638", "25957366", "17096624", "22011946", "24374414"]","["10808977", "25957366", "26471488", "26859535", "10575390", "24374414", "22011946", "22564465", "25155638", "17096624"]","[1.382098, -7.127608, -7.965528, -10.526567, -10.906578, -11.006715, -11.018978, -11.19162, -11.259093, -11.389494]",10808977,1.382098,vector_search,TRUE,TRUE
6,23831910,Double balloon enteroscopy: is it efficacious and safe in a community setting?,yes,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17593459", "25251991", "23831910", "14627582", "19925761", "21848798", "19913785", "17192736", "20850631", "12848629"]","["25251991", "17593459", "17192736", "21848798", "19925761", "14627582", "12848629", "23831910", "19913785", "20850631"]","[-0.494847, -1.527344, -4.549867, -8.022113, -8.440556, -10.049163, -10.800575, -10.974453, -11.149004, -11.2059]",25251991,-0.494847,vector_search,TRUE,FALSE
7,26037986,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,maybe,yes,yes,completed,TRUE,FALSE,pubmed_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["40307825", "39570303", "39560958", "39166472", "38570353", "38502091", "36995195", "36350946", "36221004", "35686388"]","["40307825", "38570353", "36221004", "38502091", "36350946", "39166472", "36995195", "39560958", "39570303", "35686388"]","[2.84932, 2.610739, 2.350019, 2.225899, 2.1822, 1.668749, 1.610219, 1.564667, 1.360768, 0.768086]",40307825,2.84932,pubmed_search,FALSE,FALSE
8,26852225,Is adjustment for reporting heterogeneity necessary in sleep disorders?,no,yes,yes,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["26852225", "15151701", "9645785", "24235894", "20497146", "26518378", "14992556", "22519710", "26516021", "18832500"]","["26852225", "24235894", "26518378", "15151701", "14992556", "26516021", "20497146", "18832500", "22519710", "9645785"]","[6.350186, -8.436642, -11.090772, -11.171961, -11.200049, -11.248618, -11.346305, -11.353878, -11.355684, -11.448966]",26852225,6.350186,vector_search,TRUE,TRUE
9,17113061,Do mutations causing low HDL-C promote increased carotid intima-media thickness?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17113061", "25150098", "16319544", "24449622", "22532370", "15939071", "28056802", "21420186", "22720085", "16195477"]","["17113061", "16319544", "25150098", "15939071", "28056802", "22532370", "21420186", "24449622", "16195477", "22720085"]","[4.936928, -0.306146, -1.696789, -2.71802, -5.51291, -7.495534, -9.316032, -9.333088, -9.355349, -10.891048]",17113061,4.936928,vector_search,TRUE,TRUE
10,10966337,A short stay or 23-hour ward in a general and academic children's hospital: are they effective?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["10966337", "26701174", "23848044", "15841770", "9142039", "23539689", "17329379", "7664228", "9920954", "24785562"]","["10966337", "24785562", "26701174", "7664228", "17329379", "9142039", "15841770", "9920954", "23539689", "23848044"]","[5.342488, -7.235611, -8.592937, -9.263415, -9.691017, -9.934189, -10.210727, -10.480784, -10.516768, -10.880003]",10966337,5.342488,vector_search,TRUE,TRUE
11,25432938,Did Chile's traffic law reform push police enforcement?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["25432938", "24495711", "15995461", "24336869", "23076787", "21823940", "19593710", "22427593", "19145527", "26999038"]","["25432938", "24336869", "19593710", "24495711", "21823940", "22427593", "19145527", "26999038", "15995461", "23076787"]","[5.300635, -10.921766, -11.112286, -11.20289, -11.231452, -11.240528, -11.243868, -11.252376, -11.277275, -11.367258]",25432938,5.300635,vector_search,TRUE,TRUE
