index,pubid,question,gold_label,prediction,raw_answer,response_status,is_valid,is_correct,used_tools,search_count,reranker_model,reranker_candidate_pmids,reranker_ranked_pmids,reranker_scores,reranker_selected_pmid,reranker_selected_score,reranker_selected_tool,gold_pmid_in_reranker_candidates,gold_pmid_selected
1,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["21645374", "18222909", "14518645", "23899611", "12790890", "26037986", "24751724", "21569408", "12846929", "16195477"]","["21645374", "18222909", "12790890", "16195477", "21569408", "23899611", "26037986", "24751724", "14518645", "12846929"]","[6.137577, -8.883324, -9.425185, -11.137971, -11.190701, -11.239806, -11.259203, -11.29549, -11.316426, -11.324709]",21645374,6.137577,vector_search,TRUE,TRUE
2,16418930,Landolt C and snellen e acuity: differences in strabismus amblyopia?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["16418930", "26686513", "27757987", "10966943", "10877371", "18269157", "22227642", "19054501", "25103647", "26113007"]","["16418930", "27757987", "10966943", "18269157", "10877371", "19054501", "26686513", "22227642", "26113007", "25103647"]","[6.522385, -3.842777, -5.649866, -9.634228, -10.757421, -10.959032, -11.092954, -11.104164, -11.312405, -11.375669]",16418930,6.522385,vector_search,TRUE,TRUE
3,9488747,"Syncope during bathing in infants, a pediatric form of water-induced urticaria?",yes,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["9488747", "23539689", "23848044", "20971618", "8375607", "16498158", "19822586", "11970923", "25501465", "20530150"]","["9488747", "19822586", "25501465", "20971618", "16498158", "23848044", "11970923", "23539689", "20530150", "8375607"]","[1.395733, -9.125187, -9.854712, -10.411972, -10.415783, -10.486676, -10.537082, -10.893766, -11.144274, -11.216146]",9488747,1.395733,vector_search,TRUE,TRUE
4,17208539,Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17208539", "18568239", "24748473", "24061619", "15954832", "24476003", "16432652", "10401824", "25810292", "22534881"]","["17208539", "15954832", "18568239", "16432652", "24476003", "24061619", "10401824", "22534881", "25810292", "24748473"]","[5.881198, -6.499122, -8.453146, -8.794674, -10.264919, -10.405388, -10.497285, -10.67733, -10.813965, -10.895531]",17208539,5.881198,vector_search,TRUE,TRUE
5,10808977,Can tailored interventions increase mammography use among HMO women?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["11458136", "10808977", "22011946", "25155638", "24433626", "24237112", "25957366", "10575390", "17096624", "24374414"]","["10808977", "25957366", "24237112", "10575390", "24374414", "22011946", "25155638", "24433626", "11458136", "17096624"]","[1.450661, -7.123918, -10.770111, -10.904389, -11.004104, -11.016776, -11.238451, -11.369136, -11.369714, -11.390555]",10808977,1.450661,vector_search,TRUE,TRUE
6,23831910,Double balloon enteroscopy: is it efficacious and safe in a community setting?,yes,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17593459", "25251991", "23831910", "14627582", "19925761", "21848798", "19913785", "10922093", "17192736", "12848629"]","["25251991", "17593459", "17192736", "21848798", "19925761", "10922093", "14627582", "12848629", "23831910", "19913785"]","[-0.516116, -1.491265, -4.523003, -7.790911, -8.493647, -9.852942, -10.049988, -10.800909, -10.970376, -11.160735]",25251991,-0.516116,vector_search,TRUE,FALSE
7,26037986,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,maybe,yes,yes,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["26037986", "7860319", "10732884", "21276532", "16968183", "26460153", "22970993", "25982163", "22758782", "25156467"]","["26037986", "7860319", "16968183", "10732884", "21276532", "25156467", "22970993", "26460153", "22758782", "25982163"]","[5.817804, -3.315239, -4.889071, -5.417845, -6.009572, -7.224235, -8.503716, -8.56719, -8.834852, -9.141577]",26037986,5.817804,vector_search,TRUE,TRUE
8,26852225,Is adjustment for reporting heterogeneity necessary in sleep disorders?,no,yes,yes,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["26852225", "15151701", "9645785", "24235894", "20497146", "26518378", "14992556", "22519710", "26516021", "18832500"]","["26852225", "24235894", "26518378", "15151701", "14992556", "26516021", "20497146", "18832500", "22519710", "9645785"]","[6.350186, -8.436642, -11.090772, -11.171961, -11.200049, -11.248618, -11.346305, -11.353878, -11.355684, -11.448966]",26852225,6.350186,vector_search,TRUE,TRUE
9,17113061,Do mutations causing low HDL-C promote increased carotid intima-media thickness?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17113061", "25150098", "16319544", "22532370", "24449622", "15939071", "22720085", "21420186", "16971978", "28056802"]","["17113061", "16319544", "25150098", "15939071", "28056802", "22532370", "21420186", "24449622", "16971978", "22720085"]","[4.917334, -0.287148, -1.558962, -2.784506, -5.508704, -7.489174, -9.301662, -9.326227, -10.798168, -10.890265]",17113061,4.917334,vector_search,TRUE,TRUE
10,10966337,A short stay or 23-hour ward in a general and academic children's hospital: are they effective?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["10966337", "26701174", "23848044", "15841770", "9142039", "7664228", "17610439", "23539689", "17329379", "12070552"]","["10966337", "26701174", "7664228", "17329379", "9142039", "15841770", "23539689", "12070552", "23848044", "17610439"]","[5.460834, -8.31524, -9.40334, -9.629526, -9.932922, -10.214293, -10.461258, -10.629477, -10.882532, -11.098351]",10966337,5.460834,vector_search,TRUE,TRUE
11,25432938,Did Chile's traffic law reform push police enforcement?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["25432938", "24495711", "15995461", "23076787", "24336869", "19593710", "21823940", "22427593", "19145527", "27642458"]","["25432938", "24336869", "19593710", "24495711", "19145527", "21823940", "22427593", "15995461", "27642458", "23076787"]","[5.303609, -10.928477, -11.112174, -11.202002, -11.218574, -11.231031, -11.238696, -11.268932, -11.295576, -11.364984]",25432938,5.303609,vector_search,TRUE,TRUE
12,18847643,Therapeutic anticoagulation in the trauma patient: is it safe?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["18847643", "21164063", "15141797", "12805495", "10781708", "24684514", "11882828", "21845457", "19130332", "24074624"]","["18847643", "12805495", "21164063", "21845457", "11882828", "10781708", "24074624", "24684514", "15141797", "19130332"]","[5.07057, -2.735985, -5.532913, -6.636488, -9.448998, -10.774482, -10.879149, -10.884432, -11.088099, -11.096851]",18847643,5.07057,vector_search,TRUE,TRUE
